FID *,Shape *,admin2Name *,admin2Pcod,admin2RefN,admin1Pcod,admin0Name,admin0Pcod,LGA_Name,num_1_ans
1,Polygon,Aba North,NG001001,Aba North,NG001,Nigeria,NG,ABA NORTH,3
2,Polygon,Aba South,NG001002,Aba South,NG001,Nigeria,NG,ABA SOUTH,2
3,Polygon,Abaji,NG015001,Abaji,NG015,Nigeria,NG,ABAJI,3
4,Polygon,Abak,NG003001,Abak,NG003,Nigeria,NG,ABAK,3
5,Polygon,Abakaliki,NG011001,Abakaliki,NG011,Nigeria,NG,ABAKALIKI,3
6,Polygon,Abeokuta North,NG028001,Abeokuta North,NG028,Nigeria,NG,ABEOKUTA NORTH,1
7,Polygon,Abeokuta South,NG028002,Abeokuta South,NG028,Nigeria,NG,ABEOKUTA SOUTH,3
8,Polygon,Abi,NG009001,Abi,NG009,Nigeria,NG,ABI,1
9,Polygon,Aboh-Mbaise,NG017001,Aboh-Mbaise,NG017,Nigeria,NG,ABOH-MBAISE,1
10,Polygon,Abua/Odual,NG033001,Abua/Odual,NG033,Nigeria,NG,ABUA/ODUAL,1
11,Polygon,Abuja Municipal,NG015002,Abuja Municipal,NG015,Nigeria,NG,ABUJA MUNICIPAL,3
12,Polygon,Adavi,NG023001,Adavi,NG023,Nigeria,NG,ADAVI,2
13,Polygon,Ado,NG007001,Ado,NG007,Nigeria,NG,ADO,1
14,Polygon,Ado-Odo/Ota,NG028003,Ado-Odo/Ota,NG028,Nigeria,NG,ADO-ODO/OTA,2
15,Polygon,Ado Ekiti,NG013001,Ado Ekiti,NG013,Nigeria,NG,ADO EKITI,1
16,Polygon,Afijio,NG031001,Afijio,NG031,Nigeria,NG,AFIJIO,2
17,Polygon,Afikpo North,NG011002,Afikpo North,NG011,Nigeria,NG,AFIKPO NORTH,3
18,Polygon,Afikpo South,NG011003,Afikpo South,NG011,Nigeria,NG,AFIKPO SOUTH,1
19,Polygon,Agaie,NG027001,Agaie,NG027,Nigeria,NG,AGAIE,3
20,Polygon,Agatu,NG007002,Agatu,NG007,Nigeria,NG,AGATU,2
21,Polygon,Agege,NG025001,Agege,NG025,Nigeria,NG,AGEGE,1
22,Polygon,Aguata,NG004001,Aguata,NG004,Nigeria,NG,AGUATA,3
23,Polygon,Agwara,NG027002,Agwara,NG027,Nigeria,NG,AGWARA,3
24,Polygon,Ahiazu-Mbaise,NG017002,Ahiazu-Mbaise,NG017,Nigeria,NG,AHIAZU-MBAISE,1
25,Polygon,Ahoada East,NG033002,Ahoada East,NG033,Nigeria,NG,AHOADA EAST,2
26,Polygon,Ahoada West,NG033003,Ahoada West,NG033,Nigeria,NG,AHOADA WEST,3
27,Polygon,Aiyedade,NG030001,Aiyedade,NG030,Nigeria,NG,AIYEDADE,2
28,Polygon,Aiyedire,NG030002,Aiyedire,NG030,Nigeria,NG,AIYEDIRE,2
29,Polygon,Aiyekire (Gbonyin),NG013002,Aiyekire (Gbonyin),NG013,Nigeria,NG,AIYEKIRE (GBONYIN),3
30,Polygon,Ajaokuta,NG023002,Ajaokuta,NG023,Nigeria,NG,AJAOKUTA,3
31,Polygon,Ajeromi-Ifelodun,NG025002,Ajeromi-Ifelodun,NG025,Nigeria,NG,AJEROMI-IFELODUN,2
32,Polygon,Ajingi,NG020001,Ajingi,NG020,Nigeria,NG,AJINGI,1
33,Polygon,Akamkpa,NG009002,Akamkpa,NG009,Nigeria,NG,AKAMKPA,1
34,Polygon,Akinyele,NG031002,Akinyele,NG031,Nigeria,NG,AKINYELE,1
35,Polygon,Akko,NG016001,Akko,NG016,Nigeria,NG,AKKO,1
36,Polygon,Akoko-Edo,NG012001,Akoko-Edo,NG012,Nigeria,NG,AKOKO-EDO,3
37,Polygon,Akoko North East,NG029001,Akoko North East,NG029,Nigeria,NG,AKOKO NORTH EAST,1
38,Polygon,Akoko North West,NG029002,Akoko North West,NG029,Nigeria,NG,AKOKO NORTH WEST,3
39,Polygon,Akoko South East,NG029003,Akoko South East,NG029,Nigeria,NG,AKOKO SOUTH EAST,2
40,Polygon,Akoko South West,NG029004,Akoko South West,NG029,Nigeria,NG,AKOKO SOUTH WEST,3
41,Polygon,Akuku Toru,NG033004,Akuku Toru,NG033,Nigeria,NG,AKUKU TORU,3
42,Polygon,Akure North,NG029005,Akure North,NG029,Nigeria,NG,AKURE NORTH,2
43,Polygon,Akure South,NG029006,Akure South,NG029,Nigeria,NG,AKURE SOUTH,3
44,Polygon,Akwanga,NG026001,Akwanga,NG026,Nigeria,NG,AKWANGA,3
45,Polygon,Albasu,NG020002,Albasu,NG020,Nigeria,NG,ALBASU,2
46,Polygon,Aleiro,NG022001,Aleiro,NG022,Nigeria,NG,ALEIRO,3
47,Polygon,Alimosho,NG025003,Alimosho,NG025,Nigeria,NG,ALIMOSHO,2
48,Polygon,Alkaleri,NG005001,Alkaleri,NG005,Nigeria,NG,ALKALERI,1
49,Polygon,Amuwo-Odofin,NG025004,Amuwo-Odofin,NG025,Nigeria,NG,AMUWO-ODOFIN,1
50,Polygon,Anambra East,NG004002,Anambra East,NG004,Nigeria,NG,ANAMBRA EAST,2
51,Polygon,Anambra West,NG004003,Anambra West,NG004,Nigeria,NG,ANAMBRA WEST,3
52,Polygon,Anaocha,NG004004,Anaocha,NG004,Nigeria,NG,ANAOCHA,1
53,Polygon,Andoni,NG033005,Andoni,NG033,Nigeria,NG,ANDONI,2
54,Polygon,Aninri,NG014001,Aninri,NG014,Nigeria,NG,ANINRI,1
55,Polygon,Aniocha North,NG010001,Aniocha North,NG010,Nigeria,NG,ANIOCHA NORTH,2
56,Polygon,Aniocha South,NG010002,Aniocha South,NG010,Nigeria,NG,ANIOCHA SOUTH,2
57,Polygon,Anka,NG037001,Anka,NG037,Nigeria,NG,ANKA,1
58,Polygon,Ankpa,NG023003,Ankpa,NG023,Nigeria,NG,ANKPA,1
59,Polygon,Apa,NG007003,Apa,NG007,Nigeria,NG,APA,2
60,Polygon,Apapa,NG025005,Apapa,NG025,Nigeria,NG,APAPA,1
61,Polygon,Ardo-Kola,NG035001,Ardo-Kola,NG035,Nigeria,NG,ARDO-KOLA,1
62,Polygon,Arewa-Dandi,NG022002,Arewa-Dandi,NG022,Nigeria,NG,AREWA-DANDI,2
63,Polygon,Argungu,NG022003,Argungu,NG022,Nigeria,NG,ARGUNGU,1
64,Polygon,Arochukwu,NG001003,Arochukwu,NG001,Nigeria,NG,AROCHUKWU,1
65,Polygon,Asa,NG024001,Asa,NG024,Nigeria,NG,ASA,3
66,Polygon,Asari-Toru,NG033006,Asari-Toru,NG033,Nigeria,NG,ASARI-TORU,3
67,Polygon,Atakumosa East,NG030003,Atakumosa East,NG030,Nigeria,NG,ATAKUMOSA EAST,3
68,Polygon,Atakumosa West,NG030004,Atakumosa West,NG030,Nigeria,NG,ATAKUMOSA WEST,1
69,Polygon,Atiba,NG031003,Atiba,NG031,Nigeria,NG,ATIBA,1
70,Polygon,Atigbo,NG031004,Atigbo,NG031,Nigeria,NG,ATIGBO,3
71,Polygon,Augie,NG022004,Augie,NG022,Nigeria,NG,AUGIE,2
72,Polygon,Auyo,NG018001,Auyo,NG018,Nigeria,NG,AUYO,2
73,Polygon,Awe,NG026002,Awe,NG026,Nigeria,NG,AWE,1
74,Polygon,Awgu,NG014002,Awgu,NG014,Nigeria,NG,AWGU,1
75,Polygon,Awka North,NG004005,Awka North,NG004,Nigeria,NG,AWKA NORTH,2
76,Polygon,Awka South,NG004006,Awka South,NG004,Nigeria,NG,AWKA SOUTH,3
77,Polygon,Ayamelum,NG004007,Ayamelum,NG004,Nigeria,NG,AYAMELUM,2
78,Polygon,Babura,NG018002,Babura,NG018,Nigeria,NG,BABURA,3
79,Polygon,Badagry,NG025006,Badagry,NG025,Nigeria,NG,BADAGRY,2
80,Polygon,Bade,NG036001,Bade,NG036,Nigeria,NG,BADE,3
81,Polygon,Bagudo,NG022005,Bagudo,NG022,Nigeria,NG,BAGUDO,3
82,Polygon,Bagwai,NG020003,Bagwai,NG020,Nigeria,NG,BAGWAI,2
83,Polygon,Akpabuyo,NG009003,Akpabuyo,NG009,Nigeria,NG,AKPABUYO,3
84,Polygon,Bakori,NG021001,Bakori,NG021,Nigeria,NG,BAKORI,3
85,Polygon,Bakura,NG037002,Bakura,NG037,Nigeria,NG,BAKURA,2
86,Polygon,Balanga,NG016002,Balanga,NG016,Nigeria,NG,BALANGA,3
87,Polygon,Bali,NG035002,Bali,NG035,Nigeria,NG,BALI,2
88,Polygon,Barikin Ladi,NG032001,Barikin Ladi,NG032,Nigeria,NG,BARIKIN LADI,3
89,Polygon,Baruten,NG024002,Baruten,NG024,Nigeria,NG,BARUTEN,1
90,Polygon,Bassa,NG023004,Bassa,NG023,Nigeria,NG,BASSA,2
91,Polygon,Bassa,NG032002,Bassa,NG032,Nigeria,NG,BASSA,1
92,Polygon,Batagarawa,NG021002,Batagarawa,NG021,Nigeria,NG,BATAGARAWA,2
93,Polygon,Batsari,NG021003,Batsari,NG021,Nigeria,NG,BATSARI,3
94,Polygon,Bauchi,NG005002,Bauchi,NG005,Nigeria,NG,BAUCHI,1
95,Polygon,Baure,NG021004,Baure,NG021,Nigeria,NG,BAURE,2
96,Polygon,Bebeji,NG020004,Bebeji,NG020,Nigeria,NG,BEBEJI,2
97,Polygon,Bekwara,NG009006,Bekwara,NG009,Nigeria,NG,BEKWARA,3
98,Polygon,Bende,NG001004,Bende,NG001,Nigeria,NG,BENDE,2
99,Polygon,Biase,NG009007,Biase,NG009,Nigeria,NG,BIASE,3
100,Polygon,Bichi,NG020005,Bichi,NG020,Nigeria,NG,BICHI,1
101,Polygon,Bida,NG027003,Bida,NG027,Nigeria,NG,BIDA,2
102,Polygon,Billiri,NG016003,Billiri,NG016,Nigeria,NG,BILLIRI,3
103,Polygon,Bindawa,NG021005,Bindawa,NG021,Nigeria,NG,BINDAWA,3
104,Polygon,Binji,NG034001,Binji,NG034,Nigeria,NG,BINJI,3
105,Polygon,Biriniwa,NG018003,Biriniwa,NG018,Nigeria,NG,BIRINIWA,3
106,Polygon,Birni Kudu,NG018004,Birni Kudu,NG018,Nigeria,NG,BIRNI KUDU,3
107,Polygon,Birnin-Gwari,NG019001,Birnin-Gwari,NG019,Nigeria,NG,BIRNIN-GWARI,2
108,Polygon,Birnin Kebbi,NG022006,Birnin Kebbi,NG022,Nigeria,NG,BIRNIN KEBBI,3
109,Polygon,Birnin Magaji,NG037003,Birnin Magaji,NG037,Nigeria,NG,BIRNIN MAGAJI,2
110,Polygon,Bodinga,NG034002,Bodinga,NG034,Nigeria,NG,BODINGA,2
111,Polygon,Bogoro,NG005003,Bogoro,NG005,Nigeria,NG,BOGORO,1
112,Polygon,Boki,NG009008,Boki,NG009,Nigeria,NG,BOKI,2
113,Polygon,Bokkos,NG032003,Bokkos,NG032,Nigeria,NG,BOKKOS,3
114,Polygon,Boluwaduro,NG030005,Boluwaduro,NG030,Nigeria,NG,BOLUWADURO,1
115,Polygon,Bomadi,NG010003,Bomadi,NG010,Nigeria,NG,BOMADI,2
116,Polygon,Bonny,NG033007,Bonny,NG033,Nigeria,NG,BONNY,1
117,Polygon,Borgu,NG027004,Borgu,NG027,Nigeria,NG,BORGU,1
118,Polygon,Boripe,NG030006,Boripe,NG030,Nigeria,NG,BORIPE,1
119,Polygon,Bosso,NG027005,Bosso,NG027,Nigeria,NG,BOSSO,3
120,Polygon,Brass,NG006001,Brass,NG006,Nigeria,NG,BRASS,1
121,Polygon,Buji,NG018005,Buji,NG018,Nigeria,NG,BUJI,3
122,Polygon,Bukkuyum,NG037004,Bukkuyum,NG037,Nigeria,NG,BUKKUYUM,1
123,Polygon,Bungudu,NG037005,Bungudu,NG037,Nigeria,NG,BUNGUDU,2
124,Polygon,Bunkure,NG020006,Bunkure,NG020,Nigeria,NG,BUNKURE,3
125,Polygon,Bunza,NG022007,Bunza,NG022,Nigeria,NG,BUNZA,3
126,Polygon,Bursari,NG036002,Bursari,NG036,Nigeria,NG,BURSARI,1
127,Polygon,Buruku,NG007004,Buruku,NG007,Nigeria,NG,BURUKU,2
128,Polygon,Burutu,NG010004,Burutu,NG010,Nigeria,NG,BURUTU,3
129,Polygon,Bwari,NG015003,Bwari,NG015,Nigeria,NG,BWARI,2
130,Polygon,Calabar-Municipal,NG009010,Calabar-Municipal,NG009,Nigeria,NG,CALABAR-MUNICIPAL,3
131,Polygon,Calabar South,NG009009,Calabar South,NG009,Nigeria,NG,CALABAR SOUTH,3
132,Polygon,Chanchaga,NG027006,Chanchaga,NG027,Nigeria,NG,CHANCHAGA,3
133,Polygon,Charanchi,NG021006,Charanchi,NG021,Nigeria,NG,CHARANCHI,3
134,Polygon,Chikun,NG019002,Chikun,NG019,Nigeria,NG,CHIKUN,3
135,Polygon,Dala,NG020007,Dala,NG020,Nigeria,NG,DALA,3
136,Polygon,Damaturu,NG036003,Damaturu,NG036,Nigeria,NG,DAMATURU,1
137,Polygon,Damban,NG005004,Damban,NG005,Nigeria,NG,DAMBAN,3
138,Polygon,Dambatta,NG020008,Dambatta,NG020,Nigeria,NG,DAMBATTA,2
139,Polygon,Dan Musa,NG021007,Dan Musa,NG021,Nigeria,NG,DAN MUSA,2
140,Polygon,Dandi,NG022008,Dandi,NG022,Nigeria,NG,DANDI,3
141,Polygon,Dandume,NG021008,Dandume,NG021,Nigeria,NG,DANDUME,3
142,Polygon,Dange-Shuni,NG034003,Dange-Shuni,NG034,Nigeria,NG,DANGE-SHUNI,1
143,Polygon,Danja,NG021009,Danja,NG021,Nigeria,NG,DANJA,1
144,Polygon,Darazo,NG005005,Darazo,NG005,Nigeria,NG,DARAZO,3
145,Polygon,Dass,NG005006,Dass,NG005,Nigeria,NG,DASS,2
146,Polygon,Daura,NG021010,Daura,NG021,Nigeria,NG,DAURA,1
147,Polygon,Dawakin Kudu,NG020009,Dawakin Kudu,NG020,Nigeria,NG,DAWAKIN KUDU,1
148,Polygon,Dawakin Tofa,NG020010,Dawakin Tofa,NG020,Nigeria,NG,DAWAKIN TOFA,1
149,Polygon,Degema,NG033008,Degema,NG033,Nigeria,NG,DEGEMA,2
150,Polygon,Dekina,NG023005,Dekina,NG023,Nigeria,NG,DEKINA,1
151,Polygon,Demsa,NG002001,Demsa,NG002,Nigeria,NG,DEMSA,1
152,Polygon,Doguwa,NG020011,Doguwa,NG020,Nigeria,NG,DOGUWA,2
153,Polygon,Doma,NG026003,Doma,NG026,Nigeria,NG,DOMA,1
154,Polygon,Donga,NG035003,Donga,NG035,Nigeria,NG,DONGA,3
155,Polygon,Dukku,NG016004,Dukku,NG016,Nigeria,NG,DUKKU,1
156,Polygon,Njikoka,NG004013,Njikoka,NG004,Nigeria,NG,NJIKOKA,3
157,Polygon,Dutse,NG018006,Dutse,NG018,Nigeria,NG,DUTSE,1
158,Polygon,Dutsi,NG021011,Dutsi,NG021,Nigeria,NG,DUTSI,2
159,Polygon,Dutsin-Ma,NG021012,Dutsin-Ma,NG021,Nigeria,NG,DUTSIN-MA,1
160,Polygon,Eastern Obolo,NG003002,Eastern Obolo,NG003,Nigeria,NG,EASTERN OBOLO,1
161,Polygon,Ebonyi,NG011004,Ebonyi,NG011,Nigeria,NG,EBONYI,1
162,Polygon,Edati,NG027007,Edati,NG027,Nigeria,NG,EDATI,3
163,Polygon,Ede North,NG030007,Ede North,NG030,Nigeria,NG,EDE NORTH,1
164,Polygon,Ede South,NG030008,Ede South,NG030,Nigeria,NG,EDE SOUTH,2
165,Polygon,Edu,NG024003,Edu,NG024,Nigeria,NG,EDU,2
166,Polygon,Efon,NG013003,Efon,NG013,Nigeria,NG,EFON,2
167,Polygon,Egbado North,NG028004,Egbado North,NG028,Nigeria,NG,EGBADO NORTH,2
168,Polygon,Egbado South,NG028005,Egbado South,NG028,Nigeria,NG,EGBADO SOUTH,1
169,Polygon,Egbeda,NG031005,Egbeda,NG031,Nigeria,NG,EGBEDA,1
170,Polygon,Egbedore,NG030009,Egbedore,NG030,Nigeria,NG,EGBEDORE,1
171,Polygon,Egor,NG012002,Egor,NG012,Nigeria,NG,EGOR,3
172,Polygon,Ehime-Mbano,NG017003,Ehime-Mbano,NG017,Nigeria,NG,EHIME-MBANO,1
173,Polygon,Ejigbo,NG030010,Ejigbo,NG030,Nigeria,NG,EJIGBO,2
174,Polygon,Ekeremor,NG006002,Ekeremor,NG006,Nigeria,NG,EKEREMOR,1
175,Polygon,Eket,NG003003,Eket,NG003,Nigeria,NG,EKET,3
176,Polygon,Ekiti,NG024004,Ekiti,NG024,Nigeria,NG,EKITI,1
177,Polygon,Ekiti East,NG013004,Ekiti East,NG013,Nigeria,NG,EKITI EAST,1
178,Polygon,Ekiti South West,NG013005,Ekiti South West,NG013,Nigeria,NG,EKITI SOUTH WEST,2
179,Polygon,Ekiti West,NG013006,Ekiti West,NG013,Nigeria,NG,EKITI WEST,2
180,Polygon,Ekwusigo,NG004009,Ekwusigo,NG004,Nigeria,NG,EKWUSIGO,2
181,Polygon,Eleme,NG033009,Eleme,NG033,Nigeria,NG,ELEME,2
182,Polygon,Emohua,NG033010,Emohua,NG033,Nigeria,NG,EMOHUA,3
183,Polygon,Emure,NG013007,Emure,NG013,Nigeria,NG,EMURE,2
184,Polygon,Enugu East,NG014003,Enugu East,NG014,Nigeria,NG,ENUGU EAST,1
185,Polygon,Enugu North,NG014004,Enugu North,NG014,Nigeria,NG,ENUGU NORTH,3
186,Polygon,Enugu South,NG014005,Enugu South,NG014,Nigeria,NG,ENUGU SOUTH,1
187,Polygon,Epe,NG025007,Epe,NG025,Nigeria,NG,EPE,3
188,Polygon,Esan Central,NG012003,Esan Central,NG012,Nigeria,NG,ESAN CENTRAL,2
189,Polygon,Esan North East,NG012004,Esan North East,NG012,Nigeria,NG,ESAN NORTH EAST,1
190,Polygon,Esan South East,NG012005,Esan South East,NG012,Nigeria,NG,ESAN SOUTH EAST,3
191,Polygon,Esan West,NG012006,Esan West,NG012,Nigeria,NG,ESAN WEST,3
192,Polygon,Ese-Odo,NG029007,Ese-Odo,NG029,Nigeria,NG,ESE-ODO,3
193,Polygon,Esit - Eket,NG003004,Esit - Eket,NG003,Nigeria,NG,ESIT - EKET,3
194,Polygon,Essien Udim,NG003005,Essien Udim,NG003,Nigeria,NG,ESSIEN UDIM,1
195,Polygon,Etche,NG033011,Etche,NG033,Nigeria,NG,ETCHE,3
196,Polygon,Ethiope East,NG010005,Ethiope East,NG010,Nigeria,NG,ETHIOPE EAST,2
197,Polygon,Ethiope West,NG010006,Ethiope West,NG010,Nigeria,NG,ETHIOPE WEST,2
198,Polygon,Eti-Osa,NG025008,Eti-Osa,NG025,Nigeria,NG,ETI-OSA,2
199,Polygon,Etim Ekpo,NG003006,Etim Ekpo,NG003,Nigeria,NG,ETIM EKPO,1
200,Polygon,Etinan,NG003007,Etinan,NG003,Nigeria,NG,ETINAN,1
201,Polygon,Etsako Central,NG012007,Etsako Central,NG012,Nigeria,NG,ETSAKO CENTRAL,2
202,Polygon,Etsako East,NG012008,Etsako East,NG012,Nigeria,NG,ETSAKO EAST,1
203,Polygon,Etsako West,NG012009,Etsako West,NG012,Nigeria,NG,ETSAKO WEST,3
204,Polygon,Etung,NG009011,Etung,NG009,Nigeria,NG,ETUNG,2
205,Polygon,Ewekoro,NG028006,Ewekoro,NG028,Nigeria,NG,EWEKORO,1
206,Polygon,Ezeagu,NG014006,Ezeagu,NG014,Nigeria,NG,EZEAGU,3
207,Polygon,Ezinihitte,NG017004,Ezinihitte,NG017,Nigeria,NG,EZINIHITTE,1
208,Polygon,Ezza North,NG011005,Ezza North,NG011,Nigeria,NG,EZZA NORTH,3
209,Polygon,Ezza South,NG011006,Ezza South,NG011,Nigeria,NG,EZZA SOUTH,2
210,Polygon,Fagge,NG020012,Fagge,NG020,Nigeria,NG,FAGGE,3
211,Polygon,Fakai,NG022009,Fakai,NG022,Nigeria,NG,FAKAI,2
212,Polygon,Faskari,NG021013,Faskari,NG021,Nigeria,NG,FASKARI,1
213,Polygon,Fika,NG036004,Fika,NG036,Nigeria,NG,FIKA,1
214,Polygon,Fufore,NG002002,Fufore,NG002,Nigeria,NG,FUFORE,3
215,Polygon,Funakaye,NG016005,Funakaye,NG016,Nigeria,NG,FUNAKAYE,1
216,Polygon,Fune,NG036005,Fune,NG036,Nigeria,NG,FUNE,1
217,Polygon,Funtua,NG021014,Funtua,NG021,Nigeria,NG,FUNTUA,3
218,Polygon,Gabasawa,NG020013,Gabasawa,NG020,Nigeria,NG,GABASAWA,2
219,Polygon,Gada,NG034004,Gada,NG034,Nigeria,NG,GADA,2
220,Polygon,Gagarawa,NG018007,Gagarawa,NG018,Nigeria,NG,GAGARAWA,2
221,Polygon,Gamawa,NG005007,Gamawa,NG005,Nigeria,NG,GAMAWA,1
222,Polygon,Ganjuwa,NG005008,Ganjuwa,NG005,Nigeria,NG,GANJUWA,1
223,Polygon,Ganye,NG002003,Ganye,NG002,Nigeria,NG,GANYE,3
224,Polygon,Garki,NG018008,Garki,NG018,Nigeria,NG,GARKI,2
225,Polygon,Garko,NG020014,Garko,NG020,Nigeria,NG,GARKO,3
226,Polygon,Garum Mallam,NG020015,Garum Mallam,NG020,Nigeria,NG,GARUM MALLAM,1
227,Polygon,Gashaka,NG035004,Gashaka,NG035,Nigeria,NG,GASHAKA,2
228,Polygon,Gassol,NG035005,Gassol,NG035,Nigeria,NG,GASSOL,2
229,Polygon,Gaya,NG020016,Gaya,NG020,Nigeria,NG,GAYA,3
230,Polygon,Gbako,NG027008,Gbako,NG027,Nigeria,NG,GBAKO,1
231,Polygon,Gboko,NG007005,Gboko,NG007,Nigeria,NG,GBOKO,2
232,Polygon,Geidam,NG036006,Geidam,NG036,Nigeria,NG,GEIDAM,2
233,Polygon,Gezawa,NG020017,Gezawa,NG020,Nigeria,NG,GEZAWA,2
234,Polygon,Giade,NG005009,Giade,NG005,Nigeria,NG,GIADE,1
235,Polygon,Gombi,NG002004,Gombi,NG002,Nigeria,NG,GOMBI,1
236,Polygon,Giwa,NG019003,Giwa,NG019,Nigeria,NG,GIWA,1
237,Polygon,Gokana,NG033012,Gokana,NG033,Nigeria,NG,GOKANA,1
238,Polygon,Gombe,NG016006,Gombe,NG016,Nigeria,NG,GOMBE,1
239,Polygon,Girei,NG002005,Girei,NG002,Nigeria,NG,GIREI,1
240,Polygon,Goronyo,NG034006,Goronyo,NG034,Nigeria,NG,GORONYO,2
241,Polygon,Gudu,NG034007,Gudu,NG034,Nigeria,NG,GUDU,3
242,Polygon,Gujba,NG036007,Gujba,NG036,Nigeria,NG,GUJBA,3
243,Polygon,Gulani,NG036008,Gulani,NG036,Nigeria,NG,GULANI,2
244,Polygon,Guma,NG007006,Guma,NG007,Nigeria,NG,GUMA,3
245,Polygon,Gumel,NG018009,Gumel,NG018,Nigeria,NG,GUMEL,2
246,Polygon,Gummi,NG037006,Gummi,NG037,Nigeria,NG,GUMMI,3
247,Polygon,Gurara,NG027009,Gurara,NG027,Nigeria,NG,GURARA,3
248,Polygon,Guri,NG018010,Guri,NG018,Nigeria,NG,GURI,1
249,Polygon,Gusau,NG037007,Gusau,NG037,Nigeria,NG,GUSAU,2
250,Polygon,Guyuk,NG002006,Guyuk,NG002,Nigeria,NG,GUYUK,2
251,Polygon,Gwadabawa,NG034005,Gwadabawa,NG034,Nigeria,NG,GWADABAWA,2
252,Polygon,Gwagwalada,NG015004,Gwagwalada,NG015,Nigeria,NG,GWAGWALADA,1
253,Polygon,Gwale,NG020018,Gwale,NG020,Nigeria,NG,GWALE,2
254,Polygon,Gwandu,NG022010,Gwandu,NG022,Nigeria,NG,GWANDU,2
255,Polygon,Gwaram,NG018011,Gwaram,NG018,Nigeria,NG,GWARAM,1
256,Polygon,Gwarzo,NG020019,Gwarzo,NG020,Nigeria,NG,GWARZO,2
257,Polygon,Gwer East,NG007007,Gwer East,NG007,Nigeria,NG,GWER EAST,3
